symbol_id,symbol,exchange,exchange_symbol,base_asset,quote_asset,settle_asset,product_type,status,contract_type,price_tick,price_decimal_places,quantity_step,quantity_decimal_places,min_quantity,max_quantity,max_market_quantity,min_notional,notional_multiplier,contract_multiplier,price_limit_up,price_limit_down,market_price_bound
66,BASED_USDT,binance,BASEDUSDT,BASED,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,9000000.0,900000.0,5.0,1.0,1.0,0.15,0.15,0.15
67,BAS_USDT,gate,BAS_USDT,BAS,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,38000.0,25000.0,,100.0,100.0,0.2,0.2,0.05
67,BAS_USDT,binance,BASUSDT,BAS,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,130000000.0,13000000.0,5.0,1.0,1.0,0.15,0.15,0.15
68,BAT_USDT,gate,BAT_USDT,BAT,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,150000.0,95000.0,,10.0,10.0,0.15,0.15,0.04
68,BAT_USDT,binance,BATUSDT,BAT,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,0.1,1,0.1,10000000.0,1000000.0,5.0,1.0,1.0,0.1,0.1,0.1
69,BB_USDT,gate,BB_USDT,BB,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,380000.0,250000.0,,10.0,10.0,0.15,0.15,0.04
69,BB_USDT,binance,BBUSDT,BB,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,30000000.0,3000000.0,5.0,1.0,1.0,0.15,0.15,0.15
70,BCH_USDT,gate,BCH_USDT,BCH,USDT,USDT,linear_perpetual,TRADING,direct,0.01,2,1.0,0,1.0,900000.0,600000.0,,0.01,0.01,0.1,0.1,0.025
70,BCH_USDT,binance,BCHUSDT,BCH,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.01,2,0.001,3,0.001,10000.0,2000.0,20.0,1.0,1.0,0.05,0.05,0.05
71,BEAMX_USDT,gate,BEAMX_USDT,BEAMX,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,530000.0,350000.0,,100.0,100.0,0.2,0.2,0.05
71,BEAMX_USDT,binance,BEAMXUSDT,BEAMX,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,400000000.0,40000000.0,5.0,1.0,1.0,0.15,0.15,0.15
72,BEAT_USDT,gate,BEAT_USDT,BEAT,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,30000.0,20000.0,,10.0,10.0,0.1,0.1,0.025
72,BEAT_USDT,binance,BEATUSDT,BEAT,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.001,3,1.0,0,1.0,7000000.0,700000.0,5.0,1.0,1.0,0.15,0.15,0.15
73,BEL_USDT,gate,BEL_USDT,BEL,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,600000.0,400000.0,,1.0,1.0,0.12,0.12,0.035
73,BEL_USDT,binance,BELUSDT,BEL,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,10000000.0,500000.0,5.0,1.0,1.0,0.1,0.1,0.1
74,BERA_USDT,gate,BERA_USDT,BERA,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,980000.0,650000.0,,1.0,1.0,0.12,0.12,0.035
74,BERA_USDT,binance,BERAUSDT,BERA,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,0.1,1,0.1,3000000.0,300000.0,5.0,1.0,1.0,0.15,0.15,0.15
75,BICO_USDT,gate,BICO_USDT,BICO,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,30000000.0,20000000.0,,0.1,0.1,0.2,0.2,0.05
75,BICO_USDT,binance,BICOUSDT,BICO,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,30000000.0,3000000.0,5.0,1.0,1.0,0.15,0.15,0.15
76,BIGTIME_USDT,gate,BIGTIME_USDT,BIGTIME,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,90000.0,60000.0,,100.0,100.0,0.2,0.2,0.05
76,BIGTIME_USDT,binance,BIGTIMEUSDT,BIGTIME,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,60000000.0,6000000.0,5.0,1.0,1.0,0.15,0.15,0.15
77,BILL_USDT,gate,BILL_USDT,BILL,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,1000000.0,800000.0,,100.0,100.0,0.12,0.12,0.035
77,BILL_USDT,binance,BILLUSDT,BILL,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,15000000.0,1500000.0,5.0,1.0,1.0,0.15,0.15,0.15
78,BIO_USDT,gate,BIO_USDT,BIO,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,45000000.0,30000000.0,,1.0,1.0,0.12,0.12,0.035
78,BIO_USDT,binance,BIOUSDT,BIO,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,20000000.0,2000000.0,5.0,1.0,1.0,0.15,0.15,0.15
79,BIRB_USDT,gate,BIRB_USDT,BIRB,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,60000.0,40000.0,,10.0,10.0,0.2,0.2,0.05
79,BIRB_USDT,binance,BIRBUSDT,BIRB,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,8000000.0,800000.0,5.0,1.0,1.0,0.2,0.2,0.2
80,BLESS_USDT,gate,BLESS_USDT,BLESS,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,300000.0,200000.0,,100.0,100.0,0.15,0.15,0.04
80,BLESS_USDT,binance,BLESSUSDT,BLESS,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,100000000.0,10000000.0,5.0,1.0,1.0,0.15,0.15,0.15
81,BLUAI_USDT,gate,BLUAI_USDT,BLUAI,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,38000.0,25000.0,,100.0,100.0,0.1,0.1,0.05
81,BLUAI_USDT,binance,BLUAIUSDT,BLUAI,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,90000000.0,9000000.0,5.0,1.0,1.0,0.15,0.15,0.15
82,BLUR_USDT,gate,BLUR_USDT,BLUR,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,6800000.0,4500000.0,,1.0,1.0,0.2,0.2,0.05
82,BLUR_USDT,binance,BLURUSDT,BLUR,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,30000000.0,3000000.0,5.0,1.0,1.0,0.15,0.15,0.15
83,BMT_USDT,gate,BMT_USDT,BMT,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,680000.0,450000.0,,10.0,10.0,0.2,0.2,0.05
83,BMT_USDT,binance,BMTUSDT,BMT,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,40000000.0,4000000.0,5.0,1.0,1.0,0.15,0.15,0.15
84,BNB_USDT,gate,BNB_USDT,BNB,USDT,USDT,linear_perpetual,TRADING,direct,0.05,2,1.0,0,1.0,23000000.0,15000000.0,,0.001,0.001,0.03,0.03,0.015
84,BNB_USDT,binance,BNBUSDT,BNB,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.01,2,0.01,2,0.01,100000.0,2000.0,5.0,1.0,1.0,0.05,0.05,0.05
85,BNT_USDT,gate,BNT_USDT,BNT,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,230000.0,150000.0,,1.0,1.0,0.2,0.2,0.05
85,BNT_USDT,binance,BNTUSDT,BNT,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,10000000.0,300000.0,5.0,1.0,1.0,0.15,0.15,0.15
86,BOME_USDT,gate,BOME_USDT,BOME,USDT,USDT,linear_perpetual,TRADING,direct,1e-07,7,1.0,0,1.0,380000.0,250000.0,,1000.0,1000.0,0.12,0.12,0.035
86,BOME_USDT,binance,BOMEUSDT,BOME,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-07,7,1.0,0,1.0,1300000000.0,130000000.0,5.0,1.0,1.0,0.15,0.15,0.15
87,BRETT_USDT,gate,BRETT_USDT,BRETT,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,3000000.0,2000000.0,,10.0,10.0,0.12,0.12,0.035
87,BRETT_USDT,binance,BRETTUSDT,BRETT,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,100000000.0,10000000.0,5.0,1.0,1.0,0.15,0.15,0.15
88,BREV_USDT,gate,BREV_USDT,BREV,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,150000.0,95000.0,,10.0,10.0,0.15,0.15,0.04
88,BREV_USDT,binance,BREVUSDT,BREV,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,7000000.0,700000.0,5.0,1.0,1.0,0.15,0.15,0.15
89,BROCCOLIF3B_USDT,gate,BROCCOLIF3B_USDT,BROCCOLIF3B,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,68000.0,45000.0,,100.0,100.0,0.2,0.2,0.05
89,BROCCOLIF3B_USDT,binance,BROCCOLIF3BUSDT,BROCCOLIF3B,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,100000000.0,10000000.0,5.0,1.0,1.0,0.15,0.15,0.15
90,BR_USDT,gate,BR_USDT,BR,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,140000.0,90000.0,,10.0,10.0,0.15,0.15,0.04
90,BR_USDT,binance,BRUSDT,BR,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,11000000.0,1100000.0,5.0,1.0,1.0,0.15,0.15,0.15
91,BSB_USDT,gate,BSB_USDT,BSB,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,30000.0,20000.0,,10.0,10.0,0.12,0.12,0.035
91,BSB_USDT,binance,BSBUSDT,BSB,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,9000000.0,900000.0,5.0,1.0,1.0,0.15,0.15,0.15
92,BSV_USDT,gate,BSV_USDT,BSV,USDT,USDT,linear_perpetual,TRADING,direct,0.01,2,1.0,0,1.0,2300000.0,1500000.0,,0.01,0.01,0.07,0.07,0.025
92,BSV_USDT,binance,BSVUSDT,BSV,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.01,2,0.1,1,0.1,100000.0,7000.0,5.0,1.0,1.0,0.15,0.15,0.15
93,BTC_USDT,gate,BTC_USDT,BTC,USDT,USDT,linear_perpetual,TRADING,direct,0.1,1,1.0,0,1.0,12000000.0,10000000.0,,0.0001,0.0001,0.03,0.03,0.01
93,BTC_USDT,binance,BTCUSDT,BTC,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.1,1,0.001,3,0.001,1000.0,120.0,50.0,1.0,1.0,0.05,0.05,0.05
94,BTR_USDT,gate,BTR_USDT,BTR,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,380000.0,250000.0,,10.0,10.0,0.2,0.2,0.05
94,BTR_USDT,binance,BTRUSDT,BTR,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,20000000.0,2000000.0,5.0,1.0,1.0,0.15,0.15,0.15
95,BTW_USDT,gate,BTW_USDT,BTW,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,1000000.0,800000.0,,100.0,100.0,0.2,0.2,0.05
95,BTW_USDT,binance,BTWUSDT,BTW,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,60000000.0,6000000.0,5.0,1.0,1.0,0.15,0.15,0.15
96,BULLA_USDT,gate,BULLA_USDT,BULLA,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,980000.0,650000.0,,10.0,10.0,0.2,0.2,0.05
96,BULLA_USDT,binance,BULLAUSDT,BULLA,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,80000000.0,8000000.0,5.0,1.0,1.0,0.25,0.25,0.25
97,B_USDT,gate,B_USDT,B,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,53000.0,35000.0,,10.0,10.0,0.2,0.2,0.05
97,B_USDT,binance,BUSDT,B,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,6000000.0,600000.0,5.0,1.0,1.0,0.15,0.15,0.15
98,C98_USDT,gate,C98_USDT,C98,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,6800000.0,4500000.0,,1.0,1.0,0.2,0.2,0.05
98,C98_USDT,binance,C98USDT,C98,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,40000000.0,4000000.0,5.0,1.0,1.0,0.1,0.1,0.1
99,CAKE_USDT,gate,CAKE_USDT,CAKE,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,1400000.0,900000.0,,0.1,0.1,0.12,0.12,0.035
99,CAKE_USDT,binance,CAKEUSDT,CAKE,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,1000000.0,80000.0,5.0,1.0,1.0,0.15,0.15,0.15
100,CAP_USDT,gate,CAP_USDT,CAP,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,1000000.0,0.0,,100.0,100.0,0.2,0.2,0.05
100,CAP_USDT,binance,CAPUSDT,CAP,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,30000000.0,3000000.0,5.0,1.0,1.0,0.15,0.15,0.15
101,CARV_USDT,gate,CARV_USDT,CARV,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,140000.0,90000.0,,10.0,10.0,0.2,0.2,0.05
101,CARV_USDT,binance,CARVUSDT,CARV,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,20000000.0,2000000.0,5.0,1.0,1.0,0.15,0.15,0.15
102,CATI_USDT,gate,CATI_USDT,CATI,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,2300000.0,1500000.0,,1.0,1.0,0.15,0.15,0.04
102,CATI_USDT,binance,CATIUSDT,CATI,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,12000000.0,1200000.0,5.0,1.0,1.0,0.15,0.15,0.15
103,CC_USDT,gate,CC_USDT,CC,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,140000.0,90000.0,,10.0,10.0,0.15,0.15,0.04
103,CC_USDT,binance,CCUSDT,CC,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,30000000.0,3000000.0,5.0,1.0,1.0,0.15,0.15,0.15
104,CELO_USDT,gate,CELO_USDT,CELO,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,1100000.0,700000.0,,1.0,1.0,0.2,0.2,0.05
104,CELO_USDT,binance,CELOUSDT,CELO,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,0.1,1,0.1,9000000.0,900000.0,5.0,1.0,1.0,0.05,0.05,0.05
105,CELR_USDT,gate,CELR_USDT,CELR,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,530000.0,350000.0,,10.0,10.0,0.2,0.2,0.05
105,CELR_USDT,binance,CELRUSDT,CELR,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,300000000.0,30000000.0,5.0,1.0,1.0,0.1,0.1,0.1
106,CETUS_USDT,gate,CETUS_USDT,CETUS,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,98000.0,65000.0,,10.0,10.0,0.2,0.2,0.05
106,CETUS_USDT,binance,CETUSUSDT,CETUS,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,40000000.0,4000000.0,5.0,1.0,1.0,0.15,0.15,0.15
107,CFG_USDT,gate,CFG_USDT,CFG,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,110000.0,70000.0,,10.0,10.0,0.12,0.12,0.035
107,CFG_USDT,binance,CFGUSDT,CFG,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,6000000.0,600000.0,5.0,1.0,1.0,0.15,0.15,0.15
108,CFX_USDT,gate,CFX_USDT,CFX,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,1200000.0,750000.0,,10.0,10.0,0.07,0.07,0.025
108,CFX_USDT,binance,CFXUSDT,CFX,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,20000000.0,2000000.0,5.0,1.0,1.0,0.15,0.15,0.15
109,CGPT_USDT,gate,CGPT_USDT,CGPT,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,450000.0,300000.0,,10.0,10.0,0.15,0.15,0.04
109,CGPT_USDT,binance,CGPTUSDT,CGPT,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,30000000.0,3000000.0,5.0,1.0,1.0,0.15,0.15,0.15
110,CHILLGUY_USDT,gate,CHILLGUY_USDT,CHILLGUY,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,600000.0,400000.0,,10.0,10.0,0.2,0.2,0.05
110,CHILLGUY_USDT,binance,CHILLGUYUSDT,CHILLGUY,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,50000000.0,5000000.0,5.0,1.0,1.0,0.15,0.15,0.15
111,CHIP_USDT,gate,CHIP_USDT,CHIP,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,53000.0,35000.0,,100.0,100.0,0.12,0.12,0.035
111,CHIP_USDT,binance,CHIPUSDT,CHIP,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,40000000.0,4000000.0,5.0,1.0,1.0,0.15,0.15,0.15
112,CHR_USDT,gate,CHR_USDT,CHR,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,380000.0,250000.0,,10.0,10.0,0.2,0.2,0.05
112,CHR_USDT,binance,CHRUSDT,CHR,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,40000000.0,4000000.0,5.0,1.0,1.0,0.1,0.1,0.1
113,CHZ_USDT,gate,CHZ_USDT,CHZ,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,150000.0,95000.0,,100.0,100.0,0.07,0.07,0.025
113,CHZ_USDT,binance,CHZUSDT,CHZ,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,40000000.0,4000000.0,5.0,1.0,1.0,0.1,0.1,0.1
114,CKB_USDT,gate,CKB_USDT,CKB,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,450000.0,300000.0,,100.0,100.0,0.2,0.2,0.05
114,CKB_USDT,binance,CKBUSDT,CKB,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,500000000.0,50000000.0,5.0,1.0,1.0,0.15,0.15,0.15
115,CLANKER_USDT,gate,CLANKER_USDT,CLANKER,USDT,USDT,linear_perpetual,TRADING,direct,0.01,2,1.0,0,1.0,53000.0,35000.0,,0.1,0.1,0.2,0.2,0.05
115,CLANKER_USDT,binance,CLANKERUSDT,CLANKER,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.01,2,0.01,2,0.01,40000.0,4000.0,5.0,1.0,1.0,0.15,0.15,0.15
116,CLO_USDT,gate,CLO_USDT,CLO,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,30000.0,20000.0,,10.0,10.0,0.15,0.15,0.04
116,CLO_USDT,binance,CLOUSDT,CLO,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,7000000.0,700000.0,5.0,1.0,1.0,0.15,0.15,0.15
117,COAI_USDT,gate,COAI_USDT,COAI,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,30000.0,20000.0,,10.0,10.0,0.15,0.15,0.04
117,COAI_USDT,binance,COAIUSDT,COAI,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,9000000.0,300000.0,5.0,1.0,1.0,0.3,0.3,0.3
118,COLLECT_USDT,gate,COLLECT_USDT,COLLECT,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,12000.0,7500.0,,100.0,100.0,0.2,0.2,0.05
118,COLLECT_USDT,binance,COLLECTUSDT,COLLECT,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,20000000.0,2000000.0,5.0,1.0,1.0,0.15,0.15,0.15
119,COMP_USDT,gate,COMP_USDT,COMP,USDT,USDT,linear_perpetual,TRADING,direct,0.01,2,1.0,0,1.0,750000.0,500000.0,,0.01,0.01,0.15,0.15,0.04
119,COMP_USDT,binance,COMPUSDT,COMP,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.01,2,0.001,3,0.001,50000.0,5000.0,5.0,1.0,1.0,0.1,0.1,0.1
120,COOKIE_USDT,gate,COOKIE_USDT,COOKIE,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,750000.0,500000.0,,10.0,10.0,0.2,0.2,0.05
120,COOKIE_USDT,binance,COOKIEUSDT,COOKIE,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,40000000.0,4000000.0,5.0,1.0,1.0,0.15,0.15,0.15
121,COTI_USDT,gate,COTI_USDT,COTI,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,4500000.0,3000000.0,,1.0,1.0,0.2,0.2,0.05
121,COTI_USDT,binance,COTIUSDT,COTI,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,60000000.0,6000000.0,5.0,1.0,1.0,0.1,0.1,0.1
122,COW_USDT,gate,COW_USDT,COW,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,45000.0,30000.0,,10.0,10.0,0.2,0.2,0.05
122,COW_USDT,binance,COWUSDT,COW,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,5000000.0,500000.0,5.0,1.0,1.0,0.15,0.15,0.15
123,CROSS_USDT,gate,CROSS_USDT,CROSS,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,98000.0,65000.0,,10.0,10.0,0.15,0.15,0.04
123,CROSS_USDT,binance,CROSSUSDT,CROSS,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,8000000.0,600000.0,5.0,1.0,1.0,0.15,0.15,0.15
124,CRV_USDT,gate,CRV_USDT,CRV,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,38000000.0,25000000.0,,0.1,0.1,0.07,0.07,0.025
124,CRV_USDT,binance,CRVUSDT,CRV,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,0.1,1,0.1,4000000.0,400000.0,5.0,1.0,1.0,0.1,0.1,0.1
125,CTK_USDT,gate,CTK_USDT,CTK,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,380000.0,250000.0,,1.0,1.0,0.2,0.2,0.05
125,CTK_USDT,binance,CTKUSDT,CTK,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,5000000.0,500000.0,5.0,1.0,1.0,0.15,0.15,0.15
126,CTR_USDT,gate,CTR_USDT,CTR,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,1000000.0,800000.0,,100.0,100.0,0.2,0.2,0.05
126,CTR_USDT,binance,CTRUSDT,CTR,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,50000000.0,5000000.0,5.0,1.0,1.0,0.15,0.15,0.15
127,CTSI_USDT,gate,CTSI_USDT,CTSI,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,3800000.0,2500000.0,,1.0,1.0,0.2,0.2,0.05
127,CTSI_USDT,binance,CTSIUSDT,CTSI,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,30000000.0,3000000.0,5.0,1.0,1.0,0.1,0.1,0.1
128,CVC_USDT,gate,CVC_USDT,CVC,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,300000.0,200000.0,,10.0,10.0,0.2,0.2,0.05
128,CVC_USDT,binance,CVCUSDT,CVC,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,30000000.0,3000000.0,5.0,1.0,1.0,0.15,0.15,0.15
129,CVX_USDT,gate,CVX_USDT,CVX,USDT,USDT,linear_perpetual,TRADING,direct,0.001,3,1.0,0,1.0,600000.0,400000.0,,0.1,0.1,0.2,0.2,0.05
129,CVX_USDT,binance,CVXUSDT,CVX,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.001,3,0.1,1,0.1,700000.0,70000.0,5.0,1.0,1.0,0.15,0.15,0.15
130,CYBER_USDT,gate,CYBER_USDT,CYBER,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,3800000.0,2500000.0,,0.1,0.1,0.15,0.15,0.04
130,CYBER_USDT,binance,CYBERUSDT,CYBER,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,0.1,1,0.1,12000000.0,250000.0,5.0,1.0,1.0,0.15,0.15,0.15
131,CYS_USDT,gate,CYS_USDT,CYS,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,30000.0,20000.0,,10.0,10.0,0.2,0.2,0.05
131,CYS_USDT,binance,CYSUSDT,CYS,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,4000000.0,400000.0,5.0,1.0,1.0,0.15,0.15,0.15
132,C_USDT,gate,C_USDT,C,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,110000.0,70000.0,,10.0,10.0,0.15,0.15,0.04
132,C_USDT,binance,CUSDT,C,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,10000000.0,1000000.0,5.0,1.0,1.0,0.15,0.15,0.15
133,DASH_USDT,gate,DASH_USDT,DASH,USDT,USDT,linear_perpetual,TRADING,direct,0.01,2,1.0,0,1.0,2300000.0,1500000.0,,0.01,0.01,0.07,0.07,0.025
