run_id,local_order_id,text_order_id,request_sequence,encoded_request_id,exchange_order_id,symbol,symbol_id,trigger_exchange,trigger_symbol_id,trigger_exchange_ns,trigger_local_ns,on_book_ticker_entry_ns,signal_decision_ns,lead_exchange_ns,lead_local_ns,signal_lead_id,lead_freshness_ns,lag_exchange_ns,lag_local_ns,signal_lag_id,lag_freshness_ns,max_lead_freshness_ns,max_lag_freshness_ns,freshness_guard_pass,freshness_reject_reason,signal_role,order_role,position_id,position_event,position_direction,entry_local_order_id,action,side,reduce_only,time_in_force,status,finish_reason,reject_reason,raw_price,order_price,price_text,price_tick,slippage_ticks,order_offset_ticks,quantity,quantity_text,cumulative_filled_quantity,left_quantity,cancelled_quantity,fill_rate,average_fill_price,last_fill_price,contract_multiplier,filled_notional,fill_role,exec_slippage_price,exec_slippage_ticks,exec_slippage_bps,exec_slippage_quote,limit_improvement_ticks,fee_rate_config,fee_quote_estimated,fee_source,order_session_id,owner_thread_cpu,owner_thread_tid,local_ip,local_port,remote_ip,remote_port,send_cpu,ack_cpu,diagnostic_cpu,tcp_info_available,tcp_info_rtt_us,tcp_info_rttvar_us,tcp_info_retrans,tcp_info_total_retrans,tcp_info_unacked,tcp_info_snd_cwnd,ack_rtt_ns,ack_exchange_request_ingress_ns,ack_exchange_response_egress_ns,ack_exchange_process_ns,ack_lead_id,ack_lag_id,accepted_lead_id,accepted_lag_id,partial_filled_lead_id,partial_filled_lag_id,filled_lead_id,filled_lag_id,cancelled_lead_id,cancelled_lag_id,rejected_lead_id,rejected_lag_id,unknown_result_lead_id,unknown_result_lag_id,cancel_accepted_lead_id,cancel_accepted_lag_id,cancel_rejected_lead_id,cancel_rejected_lag_id,continuity_lost_lead_id,continuity_lost_lag_id,latency_diagnostic_reason,latency_diagnostic_ack_rtt_ns,send_to_first_after_hook_ns,send_to_first_drive_read_ns,drive_read_duration_ns,max_observed_drive_read_duration_ns,latency_diagnostic_inflight_at_send,max_runtime_loop_gap_ns,runtime_loop_iterations_before_ack,order_encode_done_ns,ws_frame_encode_done_ns,write_enqueue_ns,drive_write_enter_ns,write_some_enter_ns,write_some_return_ns,write_complete_ns,write_some_bytes,write_complete_bytes,write_errno,write_eagain,pending_write_count_after,socket_send_queue_available,tcp_sendq_bytes,tcp_notsent_bytes,request_send_local_ns,ack_local_receive_ns,order_finished_local_ns,source_schema,warnings
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712114,t-288230376151712114,371,144115188075856243,235876031641300935,SKYAI_USDT,378,kBinance,378,1781876653356000000,1781876653357483189,1781876653357483995,1781876653357484484,1781876653356000000,1781876653357483189,10846733885520,1484484,1781876653355089000,1781876653355322198,2252717817,2395484,5000000,20000000,true,-,kLead,entry,24,kEntrySubmit,kLong,288230376151712114,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.34508,0.34512,0.34512,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,551,293,0,0,0,10,1104179,1781876653357831000,1781876653358064000,233000,10846733885625,2252717817,,,,,,,10846733889300,2252717926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781876653357499935,1781876653358604114,1781876653376330482,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712115,t-288230376151712115,372,144115188075856244,235876031641301154,SKYAI_USDT,378,kBinance,378,1781876653376000000,1781876653377480242,1781876653377480868,1781876653377481266,1781876653376000000,1781876653377480242,10846733889553,1481266,1781876653376528000,1781876653376788444,2252717972,953266,5000000,20000000,true,-,kLead,entry,25,kEntrySubmit,kLong,288230376151712115,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.34561,0.34565,0.34565,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,551,293,0,0,0,10,1095556,1781876653377706000,1781876653377978000,272000,10846733889695,2252718004,,,,,,,10846733892823,2252718140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781876653377484003,1781876653378579559,1781876653395399649,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712139,t-288230376151712139,396,144115188075856268,235876031641332088,SKYAI_USDT,378,kBinance,378,1781876898397000000,1781876898398670401,1781876898398671141,1781876898398671379,1781876898397000000,1781876898398670401,10846772395752,1671379,1781876898394363000,1781876898394647663,2252778488,4308379,5000000,20000000,true,-,kLead,entry,26,kEntrySubmit,kLong,288230376151712139,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.3519,0.35194,0.35194,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,463,109,0,0,0,10,711287,1781876898398907000,1781876898399075000,168000,10846772395752,2252778488,,,,,,,10846772403200,2252778581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781876898398684491,1781876898399395778,1781876898432648363,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712141,t-288230376151712141,398,144115188075856270,235876031641347566,SKYAI_USDT,378,kBinance,378,1781876992056000000,1781876992057315785,1781876992057316354,1781876992057317316,1781876992056000000,1781876992057315785,10846783625664,1317316,1781876992053947000,1781876992054178209,2252808187,3370316,5000000,20000000,true,-,kLead,entry,27,kEntrySubmit,kShort,288230376151712141,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.34259,0.34255,0.34255,1e-05,4,4,29,29,0,29,29,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,462,142,0,0,0,10,815850,1781876992057540000,1781876992057838000,298000,10846783625731,2252808206,10846783626049,2252808365,,,,,10846783626049,2252808365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781876992057333274,1781876992058149124,1781876992059991226,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712142,t-288230376151712142,399,144115188075856271,235876031641348220,SKYAI_USDT,378,kBinance,378,1781876992098000000,1781876992099023717,1781876992099024019,1781876992099024459,1781876992098000000,1781876992099023717,10846783630570,1024459,1781876992098077000,1781876992098266530,2252809422,947459,5000000,20000000,true,-,kLead,entry,28,kEntrySubmit,kShort,288230376151712142,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.34253,0.34249,0.34249,1e-05,4,4,29,29,0,29,29,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,474,132,0,0,0,10,583636,1781876992099227000,1781876992099341000,114000,10846783630655,2252809422,10846783630777,2252809422,,,,,10846783630903,2252809422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781876992099027094,1781876992099610730,1781876992101567388,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712143,t-288230376151712143,400,144115188075856272,235876031641348298,SKYAI_USDT,378,kBinance,378,1781876992102000000,1781876992103502513,1781876992103502996,1781876992103503634,1781876992102000000,1781876992103502513,10846783631150,1503634,1781876992102838000,1781876992103077517,2252809498,665634,5000000,20000000,true,-,kLead,entry,29,kEntrySubmit,kShort,288230376151712143,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.34257,0.34253,0.34253,1e-05,4,4,29,29,0,29,29,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,494,137,0,0,0,10,652437,1781876992103706000,1781876992103866000,160000,10846783631249,2252809536,10846783631379,2252809536,,,,,10846783631379,2252809547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781876992103505336,1781876992104157773,1781876992105201546,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712144,t-288230376151712144,401,144115188075856273,235876031641350547,SKYAI_USDT,378,kBinance,378,1781876994037000000,1781876994037947646,1781876994037948338,1781876994037948867,1781876994037000000,1781876994037947646,10846783840996,948867,1781876994036910000,1781876994037151046,2252813598,1038867,5000000,20000000,true,-,kLead,entry,30,kEntrySubmit,kShort,288230376151712144,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.34241,0.34237,0.34237,1e-05,4,4,29,29,0,29,29,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,507,129,0,0,0,10,633441,1781876994038158000,1781876994038297000,139000,10846783841056,2252813611,10846783841182,2252813625,,,,,10846783841235,2252813625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781876994037954444,1781876994038587885,1781876994040011359,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712148,t-288230376151712148,405,144115188075856277,235876031641365690,SKYAI_USDT,378,kBinance,378,1781877146558000000,1781877146559021761,1781877146559022249,1781877146559022986,1781877146558000000,1781877146559021761,10846800207000,1022986,1781877146558479000,1781877146558697998,2252842332,543986,5000000,20000000,true,-,kLead,entry,31,kEntrySubmit,kLong,288230376151712148,kOpenLong,kBuy,false,kImmediateOrCancel,kFilled,kUnknown,kUnknown,0.34252,0.34256,0.34256,1e-05,4,4,29,29,29,0,0,1,0.34254,0.34254,10.0,99.3366,kTaker,0.00002,2,0.5839075090505663902837790493985753,0.0058,2,0.0002,0.01986732,config_estimated,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,455,117,0,0,0,10,620935,1781877146559242000,1781877146559373000,131000,10846800207000,2252842332,10846800207188,2252842436,,,10846800207188,2252842436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877146559040064,1781877146559660999,1781877146560971847,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712149,t-288230376151712149,406,144115188075856278,235876031641365708,SKYAI_USDT,378,kBinance,378,1781877146560000000,1781877146561459025,1781877146561459655,1781877146561460098,1781877146560000000,1781877146561459025,10846800207357,1460098,1781877146560560000,1781877146560756308,2252842436,900098,5000000,20000000,true,-,kLead,exit,31,kExitSubmit,kLong,288230376151712148,kCloseLong,kSell,true,kImmediateOrCancel,kFilled,kUnknown,kUnknown,0.34251,0.34247,0.34247,1e-05,4,4,29,29,29,0,0,1,0.34251,0.34251,10.0,99.3279,kTaker,0,0,0,0,4,0.0002,0.01986558,config_estimated,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,475,129,0,0,0,10,631005,1781877146561682000,1781877146561826000,144000,10846800207455,2252842441,10846800207564,2252842461,,,10846800207564,2252842461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877146561461790,1781877146562092795,1781877146563164729,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712152,t-288230376151712152,409,144115188075856281,235876031641370627,SKYAI_USDT,378,kBinance,378,1781877266444000000,1781877266445221505,1781877266445221983,1781877266445222195,1781877266444000000,1781877266445221505,10846813515487,1222195,1781877266440867000,1781877266441123322,2252851590,4355195,5000000,20000000,true,-,kLead,entry,32,kEntrySubmit,kLong,288230376151712152,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.34263,0.34267,0.34267,1e-05,4,4,29,29,0,29,29,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,424,89,0,0,0,10,666566,1781877266445425000,1781877266445575000,150000,10846813515487,2252851590,10846813575924,2252851720,,,,,10846813576891,2252851720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877266445234730,1781877266445901296,1781877266626985729,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712153,t-288230376151712153,410,144115188075856282,235876031641372320,SKYAI_USDT,378,kBinance,378,1781877282569000000,1781877282570608071,1781877282570608837,1781877282570609619,1781877282569000000,1781877282570608071,10846815102593,1609619,1781877282570215000,1781877282570407653,2252854935,394619,5000000,20000000,true,-,kLead,entry,33,kEntrySubmit,kLong,288230376151712153,kOpenLong,kBuy,false,kImmediateOrCancel,kFilled,kUnknown,kUnknown,0.34268,0.34272,0.34272,1e-05,4,4,29,29,29,0,0,1,0.34272,0.34272,10.0,99.3888,kTaker,0.00004,4,1.167269756040620987510213610365355,0.0116,0,0.0002,0.01987776,config_estimated,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,430,86,0,0,0,10,599411,1781877282570840000,1781877282571000000,160000,10846815102710,2252854935,,,,,10846815103963,2252854964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877282570625380,1781877282571224791,1781877282576760339,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712154,t-288230376151712154,411,144115188075856283,235876031641372403,SKYAI_USDT,378,kBinance,378,1781877282583000000,1781877282584586615,1781877282584587021,1781877282584587631,1781877282583000000,1781877282584586615,10846815105488,1587631,1781877282584238000,1781877282584424887,2252855053,349631,5000000,20000000,true,-,kLead,exit,33,kExitSubmit,kLong,288230376151712153,kCloseLong,kSell,true,kImmediateOrCancel,kFilled,kUnknown,kUnknown,0.34274,0.3427,0.34270,1e-05,4,4,29,29,29,0,0,1,0.34271,0.34271,10.0,99.3859,kTaker,0.00003,3,0.8752990605123417167532240182062205,0.0087,1,0.0002,0.01987718,config_estimated,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,457,117,0,0,0,10,668672,1781877282584803000,1781877282584971000,168000,10846815105574,2252855053,10846815106005,2252855077,,,10846815106099,2252855077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877282584589874,1781877282585258546,1781877282587561006,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712156,t-288230376151712156,413,144115188075856285,235876031641373949,SKYAI_USDT,378,kBinance,378,1781877298841000000,1781877298842478448,1781877298842478904,1781877298842479699,1781877298841000000,1781877298842478448,10846816513248,1479699,1781877298834211000,1781877298834407979,2252857944,8268699,5000000,20000000,true,-,kLead,entry,34,kEntrySubmit,kLong,288230376151712156,kOpenLong,kBuy,false,kImmediateOrCancel,kFilled,kUnknown,kUnknown,0.3427,0.34274,0.34274,1e-05,4,4,29,29,29,0,0,1,0.3427,0.3427,10.0,99.383,kTaker,0,0,0,0,4,0.0002,0.0198766,config_estimated,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,459,99,0,0,0,10,611096,1781877298842691000,1781877298842834000,143000,10846816513354,2252857957,10846816513656,2252857989,,,10846816513918,2252858044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877298842487847,1781877298843098943,1781877298847354597,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712157,t-288230376151712157,414,144115188075856286,235876031641373985,SKYAI_USDT,378,kBinance,378,1781877298848000000,1781877298848966489,1781877298848967235,1781877298848967570,1781877298848000000,1781877298848966489,10846816514093,967570,1781877298847737000,1781877298847953161,2252858093,1230570,5000000,20000000,true,-,kLead,exit,34,kExitSubmit,kLong,288230376151712156,kCloseLong,kSell,true,kImmediateOrCancel,kFilled,kUnknown,kUnknown,0.34269,0.34265,0.34265,1e-05,4,4,29,29,29,0,0,1,0.34269,0.34269,10.0,99.3801,kTaker,0,0,0,0,4,0.0002,0.01987602,config_estimated,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,469,93,0,0,0,10,556010,1781877298849154000,1781877298849258000,104000,10846816514093,2252858098,10846816514363,2252858098,,,10846816514363,2252858098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877298848969088,1781877298849525098,1781877298851684352,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712159,t-288230376151712159,416,144115188075856288,235876031641384559,SKYAI_USDT,378,kBinance,378,1781877357069000000,1781877357070259688,1781877357070260509,1781877357070260925,1781877357069000000,1781877357070259688,10846822362877,1260925,1781877357069500000,1781877357069727278,2252878637,760925,5000000,20000000,true,-,kLead,entry,35,kEntrySubmit,kLong,288230376151712159,kOpenLong,kBuy,false,kImmediateOrCancel,kFilled,kUnknown,kUnknown,0.34296,0.343,0.34300,1e-05,4,4,29,29,29,0,0,1,0.34296,0.34296,10.0,99.4584,kTaker,0,0,0,0,4,0.0002,0.01989168,config_estimated,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,431,84,0,0,0,10,620671,1781877357070481000,1781877357070618000,137000,10846822363054,2252878685,10846822363488,2252878737,,,10846822363488,2252878773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877357070273356,1781877357070894027,1781877357073217080,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712160,t-288230376151712160,417,144115188075856289,235876031641384646,SKYAI_USDT,378,kBinance,378,1781877357075000000,1781877357075993034,1781877357075993562,1781877357075993876,1781877357075000000,1781877357075993034,10846822363872,993876,1781877357074968000,1781877357075192479,2252878859,1025876,5000000,20000000,true,-,kLead,exit,35,kExitSubmit,kLong,288230376151712159,kCloseLong,kSell,true,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.34298,0.34294,0.34294,1e-05,4,4,29,29,0,29,29,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,446,92,0,0,0,10,552570,1781877357076174000,1781877357076286000,112000,10846822363905,2252878885,10846822364055,2252878885,,,,,10846822364055,2252878885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877357075995658,1781877357076548228,1781877357077704472,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712161,t-288230376151712161,418,144115188075856290,235876031641384664,SKYAI_USDT,378,kBinance,378,1781877357077000000,1781877357078021454,1781877357078021956,1781877357078022239,1781877357077000000,1781877357078021454,10846822364092,1022239,1781877357075993000,1781877357076271759,2252878885,2029239,5000000,20000000,true,-,kLead,exit,35,kExitSubmit,kLong,288230376151712159,kCloseLong,kSell,true,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.34295,0.34291,0.34291,1e-05,4,4,29,29,0,29,29,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,467,112,0,0,0,10,623796,1781877357078226000,1781877357078364000,138000,10846822364124,2252878885,10846822364188,2252878892,,,,,10846822364326,2252878920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877357078023483,1781877357078647279,1781877357081833381,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712162,t-288230376151712162,419,144115188075856291,235876031641384688,SKYAI_USDT,378,kBinance,378,1781877357081000000,1781877357082583518,1781877357082584036,1781877357082584250,1781877357081000000,1781877357082583518,10846822364400,1584250,1781877357079469000,1781877357079666872,2252878920,3115250,5000000,20000000,true,-,kLead,exit,35,kExitSubmit,kLong,288230376151712159,kCloseLong,kSell,true,kImmediateOrCancel,kFilled,kUnknown,kUnknown,0.3428,0.34276,0.34276,1e-05,4,4,29,29,29,0,0,1,0.34281,0.34281,10.0,99.4149,kTaker,-0.00001,-1,-0.2917152858809801633605600933488915,-0.0029,5,0.0002,0.01988298,config_estimated,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,482,113,0,0,0,10,593883,1781877357082759000,1781877357082910000,151000,10846822364434,2252878946,10846822364486,2252878951,,,10846822364486,2252878951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877357082585502,1781877357083179385,1781877357084295736,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712172,t-288230376151712172,429,144115188075856301,235876031641388672,SKYAI_USDT,378,kBinance,378,1781877385113000000,1781877385114485518,1781877385114486127,1781877385114486487,1781877385113000000,1781877385114485518,10846826669570,1486487,1781877385112822000,1781877385113036928,2252886685,1664487,5000000,20000000,true,-,kLead,entry,36,kEntrySubmit,kLong,288230376151712172,kOpenLong,kBuy,false,kImmediateOrCancel,kFilled,kUnknown,kUnknown,0.34333,0.34337,0.34337,1e-05,4,4,29,29,29,0,0,1,0.34333,0.34333,10.0,99.5657,kTaker,0,0,0,0,4,0.0002,0.01991314,config_estimated,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,1270,1263,0,0,0,10,695654,1781877385114743000,1781877385114907000,164000,10846826669585,2252886721,10846826669749,2252886736,,,10846826669749,2252886736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877385114496932,1781877385115192586,1781877385116348882,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712173,t-288230376151712173,430,144115188075856302,235876031641388810,SKYAI_USDT,378,kBinance,378,1781877385484000000,1781877385484973534,1781877385484974081,1781877385484974336,1781877385484000000,1781877385484973534,10846826698498,974336,1781877385464134000,1781877385464340028,2252886949,20840336,5000000,20000000,true,-,kLead,exit,36,kExitSubmit,kLong,288230376151712172,kCloseLong,kSell,true,kImmediateOrCancel,kFilled,kUnknown,kUnknown,0.34325,0.34321,0.34321,1e-05,4,4,29,29,29,0,0,1,0.34322,0.34322,10.0,99.5338,kTaker,0.00003,3,0.8739985433357611070648215586307356,0.0087,1,0.0002,0.01990676,config_estimated,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,1191,1105,0,0,0,10,654518,1781877385485202000,1781877385485344000,142000,10846826698558,2252886949,10846826698696,2252886976,,,10846826698741,2252886976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877385484977828,1781877385485632346,1781877385487604751,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712174,t-288230376151712174,431,144115188075856303,235876031641392464,SKYAI_USDT,378,kBinance,378,1781877397463000000,1781877397463970468,1781877397463970979,1781877397463972125,1781877397463000000,1781877397463970468,10846827809547,972125,1781877397461740000,1781877397461942250,2252894097,2232125,5000000,20000000,true,-,kLead,entry,37,kEntrySubmit,kLong,288230376151712174,kOpenLong,kBuy,false,kImmediateOrCancel,kPartiallyCancelled,kImmediateOrCancel,kUnknown,0.34452,0.34456,0.34456,1e-05,4,4,29,29,1,28,28,0.03448275862068965517241379310344828,0.34452,0.34452,10.0,3.4452,kNone,0,0,0,0,4,0.0002,0.00068904,config_estimated,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,877,742,0,0,0,10,590881,1781877397464188000,1781877397464304000,116000,10846827809601,2252894097,10846827809698,2252894097,,,,,10846827809698,2252894097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877397463987035,1781877397464577916,1781877397465936822,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712175,t-288230376151712175,432,144115188075856304,235876031641392849,SKYAI_USDT,378,kBinance,378,1781877397995000000,1781877397996061907,1781877397996062441,1781877397996062691,1781877397995000000,1781877397996061907,10846827892143,1062691,1781877397995157000,1781877397995339114,2252894874,905691,5000000,20000000,true,-,kLead,exit,37,kExitSubmit,kLong,288230376151712174,kCloseLong,kSell,true,kImmediateOrCancel,kFilled,kUnknown,kUnknown,0.34497,0.34493,0.34493,1e-05,4,4,1,1,1,0,0,1,0.34497,0.34497,10.0,3.4497,kTaker,0,0,0,0,4,0.0002,0.00068994,config_estimated,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,869,572,0,0,0,10,822152,1781877397996259000,1781877397996591000,332000,10846827892183,2252894874,10846827892367,2252894874,,,10846827892367,2252894874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877397996066762,1781877397996888914,1781877397998039002,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712176,t-288230376151712176,433,144115188075856305,235876031641398399,SKYAI_USDT,378,kBinance,378,1781877405912000000,1781877405912480431,1781877405912480840,1781877405912481636,1781877405912000000,1781877405912480431,10846828536199,481636,1781877405911067000,1781877405911266040,2252905550,1414636,5000000,20000000,true,-,kLead,entry,38,kEntrySubmit,kLong,288230376151712176,kOpenLong,kBuy,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.34588,0.34592,0.34592,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,745,410,0,0,0,10,669660,1781877405912680000,1781877405912867000,187000,10846828536244,2252905551,10846828536339,2252905569,,,,,10846828536339,2252905569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877405912491965,1781877405913161625,1781877405914426327,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712187,t-288230376151712187,444,144115188075856316,235876031641546754,SKYAI_USDT,378,kBinance,378,1781877903763000000,1781877903764512510,1781877903764512694,1781877903764513336,1781877903763000000,1781877903764512510,10846879616100,1513336,1781877903763246000,1781877903763464397,2253196650,1267336,5000000,20000000,true,-,kLead,entry,39,kEntrySubmit,kShort,288230376151712187,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.35559,0.35555,0.35555,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,452,106,0,0,0,10,743040,1781877903764765000,1781877903764990000,225000,10846879616175,2253196690,10846879616317,2253196690,,,,,10846879616317,2253196690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781877903764529300,1781877903765272340,1781877903766379912,submitted_v1,
20260619_095317_28symbols_no_h_30d_fusion_off_l0_live,288230376151712208,t-288230376151712208,465,144115188075856337,235876031641655683,SKYAI_USDT,378,kBinance,378,1781878671195000000,1781878671196562639,1781878671196562889,1781878671196563420,1781878671195000000,1781878671196562639,10846960935011,1563420,1781878671195886000,1781878671196097040,2253409671,677420,5000000,20000000,true,-,kLead,entry,40,kEntrySubmit,kShort,288230376151712208,kOpenShort,kSell,false,kImmediateOrCancel,kCancelled,kImmediateOrCancel,kUnknown,0.34687,0.34683,0.34683,1e-05,4,4,28,28,0,28,28,0,0,0,10.0,,kNone,,,,,,0.0002,,,1,4,916493,10.0.1.103,37716,10.0.1.154,80,4,4,,true,530,165,0,0,0,10,694073,1781878671196808000,1781878671196982000,174000,10846960935125,2253409690,10846960935236,2253409729,,,,,10846960935310,2253409729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781878671196568787,1781878671197262860,1781878671198349990,submitted_v1,
