run_id,latency_key,local_order_id,parent_id,route_id,exchange_order_id,exchange,symbol,symbol_id,position_id,position_direction,order_role,action,side,reduce_only,status,finish_reason,reject_reason,request_sequence,encoded_request_id,trigger_exchange_ns,trigger_local_ns,on_book_ticker_entry_ns,signal_decision_ns,lead_exchange_ns,lead_local_ns,signal_lead_id,lead_freshness_ns,lag_exchange_ns,lag_local_ns,signal_lag_id,lag_freshness_ns,max_lead_freshness_ns,max_lag_freshness_ns,freshness_guard_pass,freshness_reject_reason,request_send_local_ns,request_send_monotonic_ns,order_encode_done_local_ns,write_complete_local_ns,write_complete_monotonic_ns,ack_local_receive_ns,ack_receive_monotonic_ns,response_local_receive_ns,order_finished_local_ns,ack_exchange_ns,place_creation_exchange_ns,feedback_message_exchange_ns,feedback_created_exchange_ns,feedback_updated_exchange_ns,feedback_local_receive_ns,protocol_order_status,cancel_reason,ack_exchange_request_ingress_ns,ack_exchange_response_egress_ns,ack_exchange_process_ns,ack_lead_id,ack_lag_id,accepted_lead_id,accepted_lag_id,partial_filled_lead_id,partial_filled_lag_id,filled_lead_id,filled_lag_id,cancelled_lead_id,cancelled_lag_id,rejected_lead_id,rejected_lag_id,unknown_result_lead_id,unknown_result_lag_id,cancel_accepted_lead_id,cancel_accepted_lag_id,cancel_rejected_lead_id,cancel_rejected_lag_id,continuity_lost_lead_id,continuity_lost_lag_id,response_exchange_ns,accepted_exchange_ns,finish_exchange_ns,ack_rtt_ns,response_rtt_ns,send_to_ack_local_ns,send_to_write_complete_local_ns,write_complete_to_ack_local_ns,send_to_response_local_ns,send_to_finish_local_ns,ack_to_finish_local_ns,bbo_to_strategy_ns,strategy_to_signal_ns,signal_to_request_send_ns,trigger_to_request_send_ns,ack_exchange_to_local_ns,response_exchange_to_local_ns,exchange_lifecycle_ns,bitget_creation_to_terminal_ns,order_session_id,owner_thread_cpu,owner_thread_tid,local_ip,local_port,remote_ip,remote_port,send_cpu,ack_cpu,diagnostic_cpu,tcp_info_available,tcp_info_rtt_us,tcp_info_rttvar_us,tcp_info_retrans,tcp_info_total_retrans,tcp_info_unacked,tcp_info_snd_cwnd,latency_diagnostic_reason,latency_diagnostic_ack_rtt_ns,send_to_first_after_hook_ns,send_to_first_drive_read_ns,drive_read_duration_ns,max_observed_drive_read_duration_ns,latency_diagnostic_inflight_at_send,max_runtime_loop_gap_ns,runtime_loop_iterations_before_ack,order_encode_done_ns,ws_frame_encode_done_ns,write_enqueue_ns,drive_write_enter_ns,write_some_enter_ns,write_some_return_ns,write_complete_ns,write_some_bytes,write_complete_bytes,write_errno,write_eagain,pending_write_count_after,socket_send_queue_available,tcp_sendq_bytes,tcp_notsent_bytes,warnings
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567702,432345564227567702,84,0,1463500214381457410,bitget,ALLOUSDT,25,2,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,86,,1784651562301000000,1784651562302293294,1784651562302293650,1784651562302294801,1784651562301000000,1784651562302293294,11100247108264,1294801,1784651562302000000,1784651562302227080,429663070509,294801,3000000,500000000,true,-,1784651562302306131,11850616442772156,1784651562302306096,1784651562302312464,11850616442778154,1784651562307925053,11850616448390733,0,1784651562308195138,1784651562306000000,1784651562304000000,1784651562306000000,1784651562304000000,1784651562306000000,1784651562308188076,cancelled,ioc_not_full_cancel,,,,11100247109812,429663071248,,,,,,,11100247109812,429663071336,,,,,,,,,,,0,0,1784651562306000000,5618922,0,5618922,6333,5612579,-1784651562302306131,5889007,270085,356,1151,11330,12837,1925053,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567703,432345564227567703,85,0,1463500693949788164,bitget,ALLOUSDT,25,3,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,87,,1784651676640000000,1784651676640919871,1784651676640920436,1784651676640921485,1784651676640000000,1784651676640919871,11100259008738,921485,1784651676640000000,1784651676640642050,429666293142,921485,3000000,500000000,true,-,1784651676640932787,11850730781398475,1784651676640932754,1784651676640938854,11850730781404544,1784651676646282403,11850730786748084,0,1784651676646506977,1784651676644000000,1784651676642000000,1784651676644000000,1784651676642000000,1784651676644000000,1784651676646499518,cancelled,ioc_not_full_cancel,,,,11100259010021,429666293700,,,,,,,11100259010056,429666293708,,,,,,,,,,,0,0,1784651676644000000,5349616,0,5349616,6067,5343540,-1784651676640932787,5574190,224574,565,1049,11302,12916,2282403,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567704,432345564227567704,86,0,1463501641501782016,bitget,1000XECUSDT,494,6,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,88,,1784651902553000000,1784651902553898829,1784651902553899283,1784651902553900175,1784651902553000000,1784651902553898829,11100281594342,900175,1784651902553000000,1784651902553891704,429672571521,900175,3000000,500000000,true,-,1784651902553912031,11850956694377807,1784651902553911997,1784651902553918381,11850956694384072,1784651902559757213,11850956700222893,0,1784651902560219802,1784651902557000000,1784651902556000000,1784651902558000000,1784651902556000000,1784651902557000000,1784651902560211234,cancelled,ioc_not_full_cancel,,,,11100281595375,429672572390,,,,,,,11100281595542,429672572390,,,,,,,,,,,0,0,1784651902557000000,5845182,0,5845182,6350,5838821,-1784651902553912031,6307771,462589,454,892,11856,13202,2757213,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567705,432345564227567705,87,0,1463501831277260825,bitget,ZECUSDT,480,2,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,89,,1784651947799000000,1784651947800472879,1784651947800473469,1784651947800474550,1784651947799000000,1784651947800472879,11100286008650,1474550,1784651947800000000,1784651947800393501,429673806031,474550,3000000,500000000,true,-,1784651947800484965,11851001940950652,1784651947800484932,1784651947800490916,11851001940956605,1784651947805974553,11851001946440233,0,1784651947806426810,1784651947804000000,1784651947802000000,1784651947804000000,1784651947802000000,1784651947804000000,1784651947806420272,cancelled,ioc_not_full_cancel,,,,11100286010845,429673806984,,,,,,,11100286011030,429673806984,,,,,,,,,,,0,0,1784651947804000000,5489588,0,5489588,5951,5483628,-1784651947800484965,5941845,452257,590,1081,10415,12086,1974553,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567706,432345564227567706,88,0,1463503250159972354,bitget,ALLOUSDT,25,4,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,90,,1784652286087000000,1784652286088486513,1784652286088487043,1784652286088488098,1784652286087000000,1784652286088486513,11100317217859,1488098,1784652286088000000,1784652286088417990,429682464491,488098,3000000,500000000,true,-,1784652286088500220,11851340228965960,1784652286088500187,1784652286088508396,11851340228974086,1784652286093813316,11851340234278995,0,1784652286094073956,1784652286092000000,1784652286090000000,1784652286092000000,1784652286090000000,1784652286092000000,1784652286094065894,cancelled,ioc_not_full_cancel,,,,11100317218864,429682464920,,,,,,,11100317218899,429682464933,,,,,,,,,,,0,0,1784652286092000000,5313096,0,5313096,8176,5304909,-1784652286088500220,5573736,260640,530,1055,12122,13707,1813316,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567707,432345564227567707,89,0,1463504522774720512,bitget,SAMSUNGUSDT,500,1,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,91,,1784652589502000000,1784652589503003144,1784652589503003595,1784652589503004681,1784652589502000000,1784652589503003144,11100347594969,1004681,1784652589502000000,1784652589502797169,429690615016,1004681,3000000,500000000,true,-,1784652589503016332,11851643643482076,1784652589503016298,1784652589503024361,11851643643490051,1784652589508598827,11851643649064506,0,1784652589508717572,1784652589506000000,1784652589505000000,1784652589507000000,1784652589505000000,1784652589506000000,1784652589508709821,cancelled,ioc_not_full_cancel,,,,11100347595902,429690615412,,,,,,,11100347595902,429690615412,,,,,,,,,,,0,0,1784652589506000000,5582495,0,5582495,8029,5574455,-1784652589503016332,5701240,118745,451,1086,11651,13188,2598827,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567708,432345564227567708,90,0,1463505469508825111,bitget,SKHYUSDT,502,6,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,92,,1784652815221000000,1784652815222384708,1784652815222385159,1784652815222386637,1784652815221000000,1784652815222384708,11100368450015,1386637,1784652815143000000,1784652815143863311,429696785340,79386637,3000000,500000000,true,-,1784652815222398208,11851869362863981,1784652815222398172,1784652815222406105,11851869362871796,1784652815228042719,11851869368508399,0,1784652815228462617,1784652815226000000,1784652815224000000,1784652815226000000,1784652815224000000,1784652815226000000,1784652815228455425,cancelled,ioc_not_full_cancel,,,,11100368451441,429696787667,,,,,,,11100368451441,429696787714,,,,,,,,,,,0,0,1784652815226000000,5644511,0,5644511,7897,5636603,-1784652815222398208,6064409,419898,451,1478,11571,13500,2042719,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567709,432345564227567709,91,0,1463506104404815873,bitget,BTWUSDT,95,2,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,93,,1784652966592000000,1784652966593163442,1784652966593164288,1784652966593165509,1784652966592000000,1784652966593163442,11100382784751,1165509,1784652966443000000,1784652966443727746,429700978517,150165509,3000000,500000000,true,-,1784652966593175771,11852020733641546,1784652966593175736,1784652966593183841,11852020733649531,1784652966598570534,11852020739036215,0,1784652966598908068,1784652966596000000,1784652966595000000,1784652966597000000,1784652966595000000,1784652966596000000,1784652966598901682,cancelled,ioc_not_full_cancel,,,,11100382785533,429700981540,,,,,,,11100382785584,429700981568,,,,,,,,,,,0,0,1784652966596000000,5394763,0,5394763,8070,5386684,-1784652966593175771,5732297,337534,846,1221,10262,12329,2570534,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567710,432345564227567710,92,0,1463506115133845504,bitget,DEXEUSDT,135,32,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,94,,1784652969150000000,1784652969151481952,1784652969151482303,1784652969151483317,1784652969150000000,1784652969151481952,11100382990091,1483317,1784652969025000000,1784652969025460234,429701061710,126483317,3000000,500000000,true,-,1784652969151491542,11852023291957230,1784652969151491508,1784652969151497402,11852023291963082,1784652969156790977,11852023297256657,0,1784652969157074693,1784652969155000000,1784652969153000000,1784652969155000000,1784652969153000000,1784652969154000000,1784652969157068918,cancelled,ioc_not_full_cancel,,,,11100382991138,429701067325,,,,,,,11100382991234,429701067410,,,,,,,,,,,0,0,1784652969154000000,5299435,0,5299435,5860,5293575,-1784652969151491542,5583151,283716,351,1014,8225,9590,1790977,0,-1000000,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567711,432345564227567711,93,0,1463506156992999430,bitget,DEXEUSDT,135,33,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,95,,1784652979130000000,1784652979131099976,1784652979131100600,1784652979131101507,1784652979130000000,1784652979131099976,11100383912626,1101507,1784652979092000000,1784652979093136956,429701337831,39101507,3000000,500000000,true,-,1784652979131110660,11852033271576347,1784652979131110626,1784652979131116463,11852033271582143,1784652979136655716,11852033277121395,0,1784652979137058318,1784652979134000000,1784652979133000000,1784652979135000000,1784652979133000000,1784652979134000000,1784652979137053433,cancelled,ioc_not_full_cancel,,,,11100383913899,429701341034,,,,,,,11100383913989,429701341154,,,,,,,,,,,0,0,1784652979134000000,5545056,0,5545056,5803,5539252,-1784652979131110660,5947658,402602,624,907,9153,10684,2655716,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567712,432345564227567712,94,0,1463506384731123717,bitget,BTWUSDT,95,3,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,96,,1784653033428000000,1784653033428968318,1784653033428969100,1784653033428970234,1784653033428000000,1784653033428968318,11100388581588,970234,1784653033387000000,1784653033387531205,429702512280,41970234,3000000,500000000,true,-,1784653033428979959,11852087569445646,1784653033428979926,1784653033428986742,11852087569452421,1784653033434519846,11852087574985527,0,1784653033434854394,1784653033432000000,1784653033430000000,1784653033433000000,1784653033430000000,1784653033432000000,1784653033434848332,cancelled,ioc_not_full_cancel,,,,11100388582780,429702513387,,,,,,,11100388582780,429702513387,,,,,,,,,,,0,0,1784653033432000000,5539887,0,5539887,6783,5533106,-1784653033428979959,5874435,334548,782,1134,9725,11641,2519846,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567713,432345564227567713,95,0,1463506872717422602,bitget,UBUSDT,438,6,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,97,,1784653149773000000,1784653149773900940,1784653149773901360,1784653149773902497,1784653149773000000,1784653149773900940,11100399041398,902497,1784653149752000000,1784653149752303045,374372276920,21902497,3000000,500000000,true,-,1784653149773913415,11852203914379102,1784653149773913381,1784653149773921040,11852203914386729,1784653149779406932,11852203919872610,0,1784653149779649288,1784653149777000000,1784653149775000000,1784653149777000000,1784653149775000000,1784653149777000000,1784653149779642709,cancelled,ioc_not_full_cancel,,,,11100399042464,374372278771,,,,,,,11100399042464,374372278811,,,,,,,,,,,0,0,1784653149777000000,5493517,0,5493517,7625,5485881,-1784653149773913415,5735873,242356,420,1137,10918,12475,2406932,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567714,432345564227567714,96,0,1463506882213326861,bitget,UBUSDT,438,7,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,98,,1784653152036000000,1784653152037049479,1784653152037049886,1784653152037050543,1784653152036000000,1784653152037049479,11100399279349,1050543,1784653152036000000,1784653152036694236,374372305086,1050543,3000000,500000000,true,-,1784653152037059707,11852206177525394,1784653152037059673,1784653152037065173,11852206177530853,1784653152043513204,11852206183978884,0,1784653152043107795,1784653152040000000,1784653152039000000,1784653152041000000,1784653152039000000,1784653152041000000,1784653152043101629,cancelled,ioc_not_full_cancel,,,,,,,,,,,,11100399281080,374372305609,,,,,,,,,,,0,0,1784653152041000000,6453497,0,6453497,5466,6448031,-1784653152037059707,6048088,-405409,407,657,9164,10228,0,0,1000000,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567715,432345564227567715,97,0,1463507167946092546,bitget,BTWUSDT,95,4,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,99,,1784653220160000000,1784653220161791238,1784653220161791603,1784653220161793188,1784653220160000000,1784653220161791238,11100405427965,1793188,1784653219904000000,1784653219905234508,429707249337,257793188,3000000,500000000,true,-,1784653220161802957,11852274302268645,1784653220161802920,1784653220161811869,11852274302277549,1784653220167270927,11852274307736607,0,1784653220167579402,1784653220165000000,1784653220163000000,1784653220165000000,1784653220163000000,1784653220165000000,1784653220167573342,cancelled,ioc_not_full_cancel,,,,11100405428682,429707252045,,,,,,,11100405428682,429707252045,,,,,,,,,,,0,0,1784653220165000000,5467970,0,5467970,8912,5459058,-1784653220161802957,5776445,308475,365,1585,9769,11719,2270927,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567716,432345564227567716,98,0,1463507317653385217,bitget,1000XECUSDT,494,7,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,100,,1784653255853000000,1784653255854097877,1784653255854098352,1784653255854098988,1784653255853000000,1784653255854097877,11100408877103,1098988,1784653255824000000,1784653255824174216,429708358287,30098988,3000000,500000000,true,-,1784653255854110128,11852309994575905,1784653255854109966,1784653255854116467,11852309994582146,1784653255859481493,11852309999947172,0,1784653255859728401,1784653255857000000,1784653255856000000,1784653255857000000,1784653255856000000,1784653255857000000,1784653255859722137,cancelled,ioc_not_full_cancel,,,,11100408877604,429708358964,,,,,,,11100408877604,429708358964,,,,,,,,,,,0,0,1784653255857000000,5371365,0,5371365,6339,5365026,-1784653255854110128,5618273,246908,475,636,11140,12251,2481493,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567717,432345564227567717,99,0,1463507494485241860,bitget,SKHYUSDT,502,7,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,101,,1784653298013000000,1784653298014565946,1784653298014566380,1784653298014567205,1784653298013000000,1784653298014565946,11100413335240,1567205,1784653298011000000,1784653298012170424,429709797453,3567205,3000000,500000000,true,-,1784653298014577990,11852352155043678,1784653298014577956,1784653298014584395,11852352155050085,1784653298020008047,11852352160473726,0,1784653298020304523,1784653298018000000,1784653298016000000,1784653298018000000,1784653298016000000,1784653298018000000,1784653298020297573,cancelled,ioc_not_full_cancel,,,,11100413337065,429709798233,,,,,,,11100413337198,429709798473,,,,,,,,,,,0,0,1784653298018000000,5430057,0,5430057,6405,5423641,-1784653298014577990,5726533,296476,434,825,10785,12044,2008047,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567718,432345564227567718,100,0,1463508199203811332,bitget,BTWUSDT,95,5,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,102,,1784653466031000000,1784653466032399965,1784653466032400796,1784653466032401683,1784653466031000000,1784653466032399965,11100428117127,1401683,1784653465929000000,1784653465929467357,429714915261,103401683,3000000,500000000,true,-,1784653466032412098,11852520172877787,1784653466032412064,1784653466032418425,11852520172884113,1784653466037723952,11852520178189633,0,1784653466037804386,1784653466035000000,1784653466034000000,1784653466036000000,1784653466034000000,1784653466035000000,1784653466037797461,cancelled,ioc_not_full_cancel,,,,11100428117996,429714918143,,,,,,,11100428117996,429714918143,,,,,,,,,,,0,0,1784653466035000000,5311854,0,5311854,6327,5305520,-1784653466032412098,5392288,80434,831,887,10415,12133,2723952,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567719,432345564227567719,101,0,1463509858386587650,bitget,VELVETUSDT,449,6,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,103,,1784653861611000000,1784653861612251251,1784653861612251795,1784653861612252748,1784653861611000000,1784653861612251251,11100465947358,1252748,1784653861611000000,1784653861611726381,374378382257,1252748,3000000,500000000,true,-,1784653861612263241,11852915752729020,1784653861612263208,1784653861612272182,11852915752737871,1784653861617829130,11852915758294810,0,1784653861618149518,1784653861616000000,1784653861614000000,1784653861616000000,1784653861614000000,1784653861616000000,1784653861618141239,cancelled,ioc_not_full_cancel,,,,11100465947989,374378382602,,,,,,,11100465948110,374378382602,,,,,,,,,,,0,0,1784653861616000000,5565889,0,5565889,8941,5556939,-1784653861612263241,5886277,320388,544,953,10493,11990,1829130,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567720,432345564227567720,102,0,1463510261425647616,bitget,DEXEUSDT,135,34,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,104,,1784653957703000000,1784653957704380531,1784653957704381526,1784653957704382575,1784653957703000000,1784653957704380531,11100475752534,1382575,1784653957704000000,1784653957704323235,429728240745,382575,3000000,500000000,true,-,1784653957704394154,11853011844859930,1784653957704394120,1784653957704400660,11853011844866348,1784653957710022903,11853011850488584,0,1784653957710143019,1784653957708000000,1784653957706000000,1784653957708000000,1784653957706000000,1784653957708000000,1784653957710135961,cancelled,ioc_not_full_cancel,,,,11100475753489,429728241318,,,,,,,11100475753489,429728241318,,,,,,,,,,,0,0,1784653957708000000,5628749,0,5628749,6506,5622236,-1784653957704394154,5748865,120116,995,1049,11579,13623,2022903,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567721,432345564227567721,103,0,1463510400445853721,bitget,1000XECUSDT,494,8,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,105,,1784653990848000000,1784653990849466964,1784653990849467404,1784653990849468901,1784653990848000000,1784653990849466964,11100478633173,1468901,1784653990844000000,1784653990845150373,429729078598,5468901,3000000,500000000,true,-,1784653990849479793,11853044989945480,1784653990849479759,1784653990849486382,11853044989952072,1784653990854959023,11853044995424704,0,1784653990855492750,1784653990853000000,1784653990851000000,1784653990853000000,1784653990851000000,1784653990853000000,1784653990855486252,cancelled,ioc_not_full_cancel,,,,11100478636920,429729079860,,,,,,,11100478637300,429729079935,,,,,,,,,,,0,0,1784653990853000000,5479230,0,5479230,6589,5472632,-1784653990849479793,6012957,533727,440,1497,10892,12829,1959023,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567722,432345564227567722,104,0,1463510844899471365,bitget,BTWUSDT,95,6,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,106,,1784654096815000000,1784654096815899783,1784654096815900428,1784654096815901715,1784654096815000000,1784654096815899783,11100488129678,901715,1784654096475000000,1784654096476073488,429731697422,340901715,3000000,500000000,true,-,1784654096815912413,11853150956378100,1784654096815912379,1784654096815918229,11853150956383919,1784654096821273131,11853150961738811,0,1784654096821930069,1784654096819000000,1784654096817000000,1784654096820000000,1784654096817000000,1784654096819000000,1784654096821923202,cancelled,ioc_not_full_cancel,,,,11100488130308,429731703620,,,,,,,11100488130331,429731703620,,,,,,,,,,,0,0,1784654096819000000,5360718,0,5360718,5816,5354892,-1784654096815912413,6017656,656938,645,1287,10698,12630,2273131,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567723,432345564227567723,105,0,1463511064555171850,bitget,DEXEUSDT,135,35,kShort,entry,kOpenShort,kSell,false,kCancelled,kImmediateOrCancel,kUnknown,107,,1784654149184000000,1784654149185540811,1784654149185541378,1784654149185542247,1784654149184000000,1784654149185540811,11100492582453,1542247,1784654149175000000,1784654149175417949,429732987230,10542247,3000000,500000000,true,-,1784654149185552925,11853203326018612,1784654149185552891,1784654149185559856,11853203326025544,1784654149191093680,11853203331559361,0,1784654149191135217,1784654149189000000,1784654149187000000,1784654149189000000,1784654149187000000,1784654149189000000,1784654149191128887,cancelled,ioc_not_full_cancel,,,,11100492583195,429732987623,,,,,,,11100492583195,429732987623,,,,,,,,,,,0,0,1784654149189000000,5540755,0,5540755,6931,5533817,-1784654149185552925,5582292,41537,567,869,10678,12114,2093680,0,0,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567724,432345564227567724,106,0,1463511791881039872,bitget,DEXEUSDT,135,36,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,108,,1784654322592000000,1784654322593066836,1784654322593067409,1784654322593068781,1784654322592000000,1784654322593066836,11100509170173,1068781,1784654322592000000,1784654322593023242,429737334369,1068781,3000000,500000000,true,-,1784654322593079047,11853376733544823,1784654322593079013,1784654322593085670,11853376733551357,1784654322598515821,11853376738981501,0,1784654322598796892,1784654322596000000,1784654322595000000,1784654322596000000,1784654322595000000,1784654322596000000,1784654322598790156,cancelled,ioc_not_full_cancel,,,,11100509171819,429737335256,,,,,,,11100509171962,429737335256,,,,,,,,,,,0,0,1784654322596000000,5436774,0,5436774,6623,5430144,-1784654322593079047,5717845,281071,573,1372,10266,12211,2515821,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260721_142306_bitget_combined46_n6_fanout1_12h,20260721_142306_bitget_combined46_n6_fanout1_12h:432345564227567725,432345564227567725,107,0,1463512015710072832,bitget,BTWUSDT,95,7,kLong,entry,kOpenLong,kBuy,false,kCancelled,kImmediateOrCancel,kUnknown,109,,1784654375957000000,1784654375958199361,1784654375958199776,1784654375958201107,1784654375957000000,1784654375958199361,11100514622723,1201107,1784654375652000000,1784654375652265049,429738861268,306201107,3000000,500000000,true,-,1784654375958212394,11853430098678082,1784654375958212359,1784654375958218710,11853430098684400,1784654375963585429,11853430104051108,0,1784654375963871129,1784654375961000000,1784654375960000000,1784654375962000000,1784654375960000000,1784654375961000000,1784654375963863706,cancelled,ioc_not_full_cancel,,,,11100514623950,429738866044,,,,,,,11100514623950,429738866068,,,,,,,,,,,0,0,1784654375961000000,5373035,0,5373035,6316,5366708,-1784654375958212394,5658735,285700,415,1331,11287,13033,2585429,0,0,1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
